"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RWE","62 Day Wait for first treatment By Cancer","0.730","132.0","488.0","2018","8"
"RTH","62 Day Wait for first treatment By Cancer","0.680","130.0","406.5","2018","8"
"RVV","62 Day Wait for first treatment By Cancer","0.691","129.5","418.5","2018","9"
"RM1","62 Day Wait for first treatment By Cancer","0.651","127.0","364.0","2018","6"
"RDE","62 Day Wait for first treatment By Cancer","0.700","126.0","420.0","2018","10"
"RTE","62 Day Wait for first treatment By Cancer","0.675","124.5","383.5","2018","6"
"RWE","62 Day Wait for first treatment By Cancer","0.771","122.0","532.0","2018","7"
"RDE","62 Day Wait for first treatment By Cancer","0.720","122.0","435.0","2018","7"
"RRK","62 Day Wait for first treatment By Cancer","0.764","121.0","513.0","2018","11"
"RWP","62 Day Wait for first treatment By Cancer","0.692","120.0","390.0","2018","10"
"RVV","62 Day Wait for first treatment By Cancer","0.673","118.0","360.5","2018","4"
"RM1","62 Day Wait for first treatment By Cancer","0.694","118.0","386.0","2018","7"
"RWF","62 Day Wait for first treatment By Cancer","0.621","117.0","308.5","2018","10"
"RTH","62 Day Wait for first treatment By Cancer","0.726","117.0","427.0","2018","6"
"RWE","62 Day Wait for first treatment By Cancer","0.744","117.0","457.0","2018","6"
"RR8","62 Day Wait for first treatment By Cancer","0.700","117.0","390.0","2018","9"
"RH8","62 Day Wait for first treatment By Cancer","0.703","116.0","390.5","2018","10"
"RHQ","62 Day Wait for first treatment By Cancer","0.691","115.5","373.5","2018","9"
"RH8","62 Day Wait for first treatment By Cancer","0.746","115.0","452.5","2018","8"
"RWE","62 Day Wait for first treatment By Cancer","0.763","115.0","485.0","2018","10"
"RWF","62 Day Wait for first treatment By Cancer","0.551","114.5","255.0","2018","6"
"RWE","62 Day Wait for first treatment By Cancer","0.754","114.0","463.0","2018","5"
"RRK","62 Day Wait for first treatment By Cancer","0.793","113.0","545.0","2018","8"
"RWP","62 Day Wait for first treatment By Cancer","0.703","113.0","380.0","2018","9"
"RWA","62 Day Wait for first treatment By Cancer","0.687","111.5","356.5","2018","8"
"RK9","62 Day Wait for first treatment By Cancer","0.724","110.5","400.5","2018","8"
"RWA","62 Day Wait for first treatment By Cancer","0.694","109.0","356.0","2018","10"
"RWH","62 Day Wait for first treatment By Cancer","0.619","108.5","284.5","2018","7"
"RWA","62 Day Wait for first treatment By Cancer","0.682","108.0","340.0","2018","11"
"RR8","62 Day Wait for first treatment By Cancer","0.726","108.0","394.0","2018","6"
"RTH","62 Day Wait for first treatment By Cancer","0.710","108.0","373.0","2018","7"
"RWA","62 Day Wait for first treatment By Cancer","0.677","107.5","332.5","2018","6"
"RDE","62 Day Wait for first treatment By Cancer","0.733","107.5","402.5","2018","8"
"RM1","62 Day Wait for first treatment By Cancer","0.715","107.0","375.0","2018","11"
"RWA","62 Day Wait for first treatment By Cancer","0.691","106.5","344.5","2018","7"
"RXC","62 Day Wait for first treatment By Cancer","0.667","105.5","316.5","2018","6"
"RK9","62 Day Wait for first treatment By Cancer","0.717","105.0","371.0","2018","9"
"RH8","62 Day Wait for first treatment By Cancer","0.680","104.5","327.0","2018","11"
"RWA","62 Day Wait for first treatment By Cancer","0.692","104.0","338.0","2018","9"
"RWD","62 Day Wait for first treatment By Cancer","0.721","103.0","369.0","2018","6"
"RRK","62 Day Wait for first treatment By Cancer","0.808","103.0","535.5","2018","10"
"RVV","62 Day Wait for first treatment By Cancer","0.711","103.0","357.0","2018","11"
"RTD","62 Day Wait for first treatment By Cancer","0.763","103.0","434.0","2018","10"
"RWF","62 Day Wait for first treatment By Cancer","0.538","103.0","223.0","2018","5"
"RTH","62 Day Wait for first treatment By Cancer","0.709","102.5","352.5","2018","12"
"RM1","62 Day Wait for first treatment By Cancer","0.708","102.0","349.0","2018","10"
"RWP","62 Day Wait for first treatment By Cancer","0.732","102.0","381.0","2018","7"
"RXC","62 Day Wait for first treatment By Cancer","0.667","102.0","306.0","2018","10"
"RHQ","62 Day Wait for first treatment By Cancer","0.696","102.0","336.0","2018","11"
"RH8","62 Day Wait for first treatment By Cancer","0.698","101.5","336.5","2018","9"
"RK9","62 Day Wait for first treatment By Cancer","0.735","101.5","383.0","2018","7"
"RHQ","62 Day Wait for first treatment By Cancer","0.726","101.0","368.5","2018","6"
"RHM","62 Day Wait for first treatment By Cancer","0.691","100.5","325.0","2018","6"
"RWF","62 Day Wait for first treatment By Cancer","0.566","100.0","230.5","2018","11"
"RWP","62 Day Wait for first treatment By Cancer","0.721","100.0","359.0","2018","6"
"RTE","62 Day Wait for first treatment By Cancer","0.697","99.5","328.0","2018","9"
"RTD","62 Day Wait for first treatment By Cancer","0.729","99.0","365.0","2018","9"
"RWA","62 Day Wait for first treatment By Cancer","0.703","99.0","333.0","2018","5"
"RDE","62 Day Wait for first treatment By Cancer","0.775","98.0","435.0","2018","11"
"RWD","62 Day Wait for first treatment By Cancer","0.694","97.0","317.0","2018","12"
"RH8","62 Day Wait for first treatment By Cancer","0.742","97.0","375.5","2018","6"
"RK9","62 Day Wait for first treatment By Cancer","0.751","96.0","385.5","2018","11"
"RTH","62 Day Wait for first treatment By Cancer","0.710","96.0","330.5","2018","9"
"RXC","62 Day Wait for first treatment By Cancer","0.600","96.0","240.0","2018","9"
"RWE","62 Day Wait for first treatment By Cancer","0.783","95.0","438.5","2018","4"
"RWP","62 Day Wait for first treatment By Cancer","0.760","95.0","396.0","2018","5"
"RK9","62 Day Wait for first treatment By Cancer","0.742","95.0","368.0","2018","6"
"RL4","62 Day Wait for first treatment By Cancer","0.573","95.0","222.5","2018","9"
"RWF","62 Day Wait for first treatment By Cancer","0.610","94.5","242.0","2018","4"
"RHQ","62 Day Wait for first treatment By Cancer","0.771","94.0","410.0","2018","7"
"RHQ","62 Day Wait for first treatment By Cancer","0.777","93.5","419.0","2018","8"
"RRK","62 Day Wait for first treatment By Cancer","0.840","93.5","585.5","2018","7"
"RL4","62 Day Wait for first treatment By Cancer","0.652","93.0","267.5","2018","6"
"RWF","62 Day Wait for first treatment By Cancer","0.577","93.0","220.0","2018","7"
"RWA","62 Day Wait for first treatment By Cancer","0.706","93.0","316.0","2018","4"
"RHM","62 Day Wait for first treatment By Cancer","0.679","93.0","289.5","2018","9"
"RR8","62 Day Wait for first treatment By Cancer","0.754","92.5","376.0","2018","4"
"RTE","62 Day Wait for first treatment By Cancer","0.739","92.5","354.0","2018","12"
"RWA","62 Day Wait for first treatment By Cancer","0.723","92.5","334.5","2018","12"
"RTE","62 Day Wait for first treatment By Cancer","0.754","92.5","375.5","2018","7"
"RTH","62 Day Wait for first treatment By Cancer","0.764","92.0","390.0","2018","11"
"RTG","62 Day Wait for first treatment By Cancer","0.764","92.0","390.0","2018","10"
"RTD","62 Day Wait for first treatment By Cancer","0.786","92.0","430.0","2018","6"
"RJ1","62 Day Wait for first treatment By Cancer","0.689","91.0","293.0","2018","6"
"RDE","62 Day Wait for first treatment By Cancer","0.739","91.0","348.5","2018","9"
"RL4","62 Day Wait for first treatment By Cancer","0.604","91.0","230.0","2018","11"
"RM1","62 Day Wait for first treatment By Cancer","0.755","90.5","369.5","2018","8"
"RTE","62 Day Wait for first treatment By Cancer","0.767","90.0","386.5","2018","8"
"RM1","62 Day Wait for first treatment By Cancer","0.762","90.0","378.0","2018","5"
"RHQ","62 Day Wait for first treatment By Cancer","0.799","89.5","445.0","2018","5"
"RK9","62 Day Wait for first treatment By Cancer","0.764","89.5","378.5","2018","10"
"RH8","62 Day Wait for first treatment By Cancer","0.774","89.0","394.0","2018","7"
"RDE","62 Day Wait for first treatment By Cancer","0.763","88.0","371.0","2018","12"
"RWD","62 Day Wait for first treatment By Cancer","0.738","88.0","336.0","2018","11"
"RRK","62 Day Wait for first treatment By Cancer","0.831","88.0","522.0","2018","9"
"RJ1","62 Day Wait for first treatment By Cancer","0.742","87.0","337.5","2018","5"
"RL4","62 Day Wait for first treatment By Cancer","0.610","87.0","223.0","2018","7"
"RWD","62 Day Wait for first treatment By Cancer","0.740","87.0","334.0","2018","7"
"RXC","62 Day Wait for first treatment By Cancer","0.698","87.0","288.0","2018","11"
"RHM","62 Day Wait for first treatment By Cancer","0.787","87.0","409.0","2018","5"
"RWH","62 Day Wait for first treatment By Cancer","0.669","87.0","262.5","2018","11"
"RWP","62 Day Wait for first treatment By Cancer","0.721","87.0","312.0","2018","12"
"RL4","62 Day Wait for first treatment By Cancer","0.588","87.0","211.0","2018","8"
"RR8","62 Day Wait for first treatment By Cancer","0.771","86.5","378.5","2018","12"
"RJ1","62 Day Wait for first treatment By Cancer","0.691","86.5","280.0","2018","7"
"RWD","62 Day Wait for first treatment By Cancer","0.758","86.5","357.5","2018","10"
"RW6","62 Day Wait for first treatment By Cancer","0.681","86.0","270.0","2018","5"
"RWF","62 Day Wait for first treatment By Cancer","0.677","86.0","266.0","2018","8"
"RWD","62 Day Wait for first treatment By Cancer","0.768","85.0","366.0","2018","5"
"RTG","62 Day Wait for first treatment By Cancer","0.796","85.0","417.5","2018","11"
"RTG","62 Day Wait for first treatment By Cancer","0.784","85.0","393.0","2018","7"
"RHM","62 Day Wait for first treatment By Cancer","0.734","85.0","319.0","2018","8"
"RM1","62 Day Wait for first treatment By Cancer","0.721","85.0","304.5","2018","9"
"RVV","62 Day Wait for first treatment By Cancer","0.759","85.0","352.0","2018","10"
"RWF","62 Day Wait for first treatment By Cancer","0.602","85.0","213.5","2018","9"
"RW6","62 Day Wait for first treatment By Cancer","0.688","84.5","270.5","2018","7"
"RJ1","62 Day Wait for first treatment By Cancer","0.715","84.0","295.0","2018","10"
"RM1","62 Day Wait for first treatment By Cancer","0.734","84.0","316.0","2018","12"
"RWF","62 Day Wait for first treatment By Cancer","0.638","83.0","229.0","2018","12"
"RR8","62 Day Wait for first treatment By Cancer","0.776","83.0","371.0","2018","5"
"RRV","62 Day Wait for first treatment By Cancer","0.581","83.0","198.0","2018","11"
"RRK","62 Day Wait for first treatment By Cancer","0.817","83.0","453.0","2018","12"
"RJ1","62 Day Wait for first treatment By Cancer","0.723","83.0","300.0","2018","11"
"RQ8","62 Day Wait for first treatment By Cancer","0.688","83.0","266.0","2018","7"
"RTG","62 Day Wait for first treatment By Cancer","0.781","83.0","379.0","2018","12"
"RBV","62 Day Wait for first treatment By Cancer","0.539","82.5","179.0","2018","11"
"RRK","62 Day Wait for first treatment By Cancer","0.752","81.5","328.5","2018","4"
"RK9","62 Day Wait for first treatment By Cancer","0.755","81.5","332.5","2018","5"
"RWP","62 Day Wait for first treatment By Cancer","0.781","81.5","371.5","2018","8"
"RTH","62 Day Wait for first treatment By Cancer","0.714","81.5","285.0","2018","10"
"RHQ","62 Day Wait for first treatment By Cancer","0.760","81.0","337.5","2018","12"
"RHM","62 Day Wait for first treatment By Cancer","0.732","81.0","302.5","2018","12"
"RTD","62 Day Wait for first treatment By Cancer","0.806","81.0","418.0","2018","8"
"RK9","62 Day Wait for first treatment By Cancer","0.760","81.0","338.0","2018","4"
"RWH","62 Day Wait for first treatment By Cancer","0.723","81.0","292.0","2018","10"
"RX1","62 Day Wait for first treatment By Cancer","0.788","80.0","376.5","2018","7"
"RJE","62 Day Wait for first treatment By Cancer","0.770","80.0","348.0","2018","11"
"RXH","62 Day Wait for first treatment By Cancer","0.657","80.0","233.0","2018","12"
"RHM","62 Day Wait for first treatment By Cancer","0.766","80.0","342.0","2018","10"
"RQ8","62 Day Wait for first treatment By Cancer","0.695","80.0","262.0","2018","10"
"RL4","62 Day Wait for first treatment By Cancer","0.623","79.0","209.5","2018","5"
"RTE","62 Day Wait for first treatment By Cancer","0.785","79.0","368.0","2018","11"
"RJ1","62 Day Wait for first treatment By Cancer","0.709","78.5","269.5","2018","8"
"RTH","62 Day Wait for first treatment By Cancer","0.800","78.0","390.0","2018","5"
"RWH","62 Day Wait for first treatment By Cancer","0.668","77.5","233.5","2018","9"
"RRK","62 Day Wait for first treatment By Cancer","0.864","77.5","571.5","2018","6"
"RAE","62 Day Wait for first treatment By Cancer","0.604","77.5","195.5","2018","6"
"RAJ","62 Day Wait for first treatment By Cancer","0.613","77.5","200.5","2018","7"
"RGN","62 Day Wait for first treatment By Cancer","0.768","77.0","332.0","2018","5"
"RYR","62 Day Wait for first treatment By Cancer","0.766","77.0","328.5","2018","6"
"RAJ","62 Day Wait for first treatment By Cancer","0.552","77.0","172.0","2018","11"
"RYR","62 Day Wait for first treatment By Cancer","0.783","77.0","355.0","2018","7"
"RWE","62 Day Wait for first treatment By Cancer","0.823","77.0","434.0","2018","12"
"RWP","62 Day Wait for first treatment By Cancer","0.780","76.0","345.0","2018","11"
"RHM","62 Day Wait for first treatment By Cancer","0.757","76.0","313.0","2018","11"
"RXH","62 Day Wait for first treatment By Cancer","0.713","75.5","263.5","2018","6"
"RWD","62 Day Wait for first treatment By Cancer","0.784","75.0","348.0","2018","9"
"RAE","62 Day Wait for first treatment By Cancer","0.623","75.0","199.0","2018","10"
"RBV","62 Day Wait for first treatment By Cancer","0.537","75.0","162.0","2018","12"
"RX1","62 Day Wait for first treatment By Cancer","0.797","75.0","369.0","2018","8"
"RWD","62 Day Wait for first treatment By Cancer","0.780","75.0","341.0","2018","4"
"RJE","62 Day Wait for first treatment By Cancer","0.828","75.0","435.0","2018","5"
"RTD","62 Day Wait for first treatment By Cancer","0.818","74.0","406.0","2018","7"
"RXH","62 Day Wait for first treatment By Cancer","0.711","74.0","256.0","2018","7"
"RWH","62 Day Wait for first treatment By Cancer","0.706","74.0","252.0","2018","5"
"RCB","62 Day Wait for first treatment By Cancer","0.719","74.0","263.0","2018","7"
"RBV","62 Day Wait for first treatment By Cancer","0.613","74.0","191.0","2018","7"
"RXH","62 Day Wait for first treatment By Cancer","0.716","74.0","261.0","2018","10"
"RAJ","62 Day Wait for first treatment By Cancer","0.680","74.0","231.0","2018","10"
"RRV","62 Day Wait for first treatment By Cancer","0.661","73.5","217.0","2018","9"
"RX1","62 Day Wait for first treatment By Cancer","0.799","73.0","364.0","2018","11"
"RRV","62 Day Wait for first treatment By Cancer","0.618","73.0","191.0","2018","10"
"RBV","62 Day Wait for first treatment By Cancer","0.569","73.0","169.5","2018","10"
"RTD","62 Day Wait for first treatment By Cancer","0.782","73.0","334.5","2018","12"
"RTD","62 Day Wait for first treatment By Cancer","0.814","73.0","391.5","2018","11"
"RTF","62 Day Wait for first treatment By Cancer","0.651","72.5","207.5","2018","7"
"RQ8","62 Day Wait for first treatment By Cancer","0.644","72.0","202.0","2018","11"
"RHW","62 Day Wait for first treatment By Cancer","0.776","72.0","321.0","2018","8"
"RGT","62 Day Wait for first treatment By Cancer","0.759","72.0","298.5","2018","10"
"RTG","62 Day Wait for first treatment By Cancer","0.804","72.0","367.0","2018","8"
"RWH","62 Day Wait for first treatment By Cancer","0.695","71.5","234.5","2018","6"
"RHM","62 Day Wait for first treatment By Cancer","0.766","71.0","303.0","2018","7"
"RK9","62 Day Wait for first treatment By Cancer","0.788","71.0","335.5","2018","12"
"RYJ","62 Day Wait for first treatment By Cancer","0.704","71.0","240.0","2018","7"
"RBV","62 Day Wait for first treatment By Cancer","0.580","71.0","169.0","2018","5"
"RRV","62 Day Wait for first treatment By Cancer","0.647","70.5","199.5","2018","8"
"RTE","62 Day Wait for first treatment By Cancer","0.798","70.5","349.5","2018","5"
"RX1","62 Day Wait for first treatment By Cancer","0.800","70.0","350.0","2018","9"
"RQ8","62 Day Wait for first treatment By Cancer","0.668","70.0","211.0","2018","8"
"RXW","62 Day Wait for first treatment By Cancer","0.754","70.0","284.0","2018","10"
"RW6","62 Day Wait for first treatment By Cancer","0.718","70.0","248.0","2018","10"
"RHM","62 Day Wait for first treatment By Cancer","0.783","70.0","322.0","2018","4"
"RH8","62 Day Wait for first treatment By Cancer","0.815","69.5","376.5","2018","5"
"RAL","62 Day Wait for first treatment By Cancer","0.753","69.0","279.0","2018","10"
"R0A","62 Day Wait for first treatment By Cancer","0.770","69.0","300.5","2018","10"
"RH8","62 Day Wait for first treatment By Cancer","0.792","69.0","331.5","2018","4"
"RCB","62 Day Wait for first treatment By Cancer","0.768","69.0","298.0","2018","9"
"RAE","62 Day Wait for first treatment By Cancer","0.617","69.0","180.0","2018","11"
"RJZ","62 Day Wait for first treatment By Cancer","0.756","69.0","283.0","2018","8"
"RQ8","62 Day Wait for first treatment By Cancer","0.700","69.0","230.0","2018","4"
"RDD","62 Day Wait for first treatment By Cancer","0.713","68.5","238.5","2018","7"
"RM1","62 Day Wait for first treatment By Cancer","0.806","68.0","350.0","2018","4"
"REF","62 Day Wait for first treatment By Cancer","0.795","68.0","331.0","2018","9"
